source,severity,category,identifier,message,recommended_action
automated_audit,medium,footer_navigation,educational-scaffolding-and-the-design-of-learning-systems,Footer navigation metadata does not fully match article-map sequence.,"Update previous, next, and article-map metadata from the article map."
automated_audit,medium,footer_navigation,pillar-pages-and-topic-clusters,Footer navigation metadata does not fully match article-map sequence.,"Update previous, next, and article-map metadata from the article map."
automated_audit,medium,footer_navigation,what-makes-a-powerful-content-framework,Footer navigation metadata does not fully match article-map sequence.,"Update previous, next, and article-map metadata from the article map."
manual_review_queue,medium,freshness,frameworks-for-digital-knowledge-systems,Technical article review date should be refreshed,Resolve through editorial governance workflow.
automated_audit,medium,freshness,frameworks-for-digital-knowledge-systems,Freshness status is review overdue.,Review article and update last-reviewed metadata.
automated_audit,medium,image_metadata,educational-scaffolding-and-the-design-of-learning-systems,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,image_metadata,frameworks-for-digital-knowledge-systems,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,image_metadata,narrative-pathways-and-knowledge-architecture,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,image_metadata,pillar-pages-and-topic-clusters,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
manual_review_queue,medium,image_metadata,taxonomy-design-for-content-frameworks,Planned article image metadata is incomplete,Resolve through editorial governance workflow.
automated_audit,medium,image_metadata,what-are-content-frameworks,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,image_metadata,what-makes-a-powerful-content-framework,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,image_metadata,why-frameworks-matter-in-research-education-and-strategic-communication,Image metadata score is 100%; review status is missing image record.,"Complete image title, filename, alt text, caption, description, and review status."
automated_audit,medium,reference_metadata,content-audits-and-framework-governance,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,educational-scaffolding-and-the-design-of-learning-systems,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,frameworks-for-digital-knowledge-systems,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,internal-linking-as-framework-infrastructure,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,narrative-pathways-and-knowledge-architecture,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,pillar-pages-and-topic-clusters,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,what-are-content-frameworks,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,what-makes-a-powerful-content-framework,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,reference_metadata,why-frameworks-matter-in-research-education-and-strategic-communication,Reference metadata readiness score is 0.00.,"Review source records, authority level, and claim support."
automated_audit,medium,repository_manifest,educational-scaffolding-and-the-design-of-learning-systems,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,frameworks-for-digital-knowledge-systems,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,narrative-pathways-and-knowledge-architecture,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,pillar-pages-and-topic-clusters,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,what-are-content-frameworks,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,what-makes-a-powerful-content-framework,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
automated_audit,medium,repository_manifest,why-frameworks-matter-in-research-education-and-strategic-communication,Repository manifest score is 0%; status is missing manifest.,"Review companion repository structure, README, workflows, SQL, and outputs."
manual_review_queue,low,publication,editorial-metadata-and-content-systems,Confirm final WordPress attachment ID after upload,Resolve through editorial governance workflow.
manual_review_queue,low,repository,editorial-metadata-and-content-systems,Confirm GitHub folder appears after push,Resolve through editorial governance workflow.
