source,severity,category,identifier,message,recommended_action
automated_audit,high,internal_links,educational-scaffolding-and-the-design-of-learning-systems,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,frameworks-for-research-communication,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,message-house-and-the-architecture-of-strategic-messaging,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,narrative-pathways-and-knowledge-architecture,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,what-are-content-frameworks,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,what-makes-a-powerful-content-framework,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,high,internal_links,why-frameworks-matter-in-research-education-and-strategic-communication,Published article has 0 incoming links.,"Add links from the article map, cluster hub, or related articles."
automated_audit,medium,accessibility,what-makes-a-powerful-content-framework,"Accessibility readiness score is 0.25, below threshold 0.75.","Review image alt text, link clarity, headings, navigation, and accessibility notes."
manual_review_queue,medium,coverage,taxonomy-design-for-content-frameworks,Planned taxonomy article should be completed to strengthen knowledge architecture cluster,Resolve through editorial governance workflow.
automated_audit,medium,duplication,editorial-metadata-and-content-systems,Duplicate or overlap risk is marked medium.,"Review conceptual boundaries, merge candidates, redirects, and article differentiation."
automated_audit,medium,duplication,message-house-and-the-architecture-of-strategic-messaging,Duplicate or overlap risk is marked medium.,"Review conceptual boundaries, merge candidates, redirects, and article differentiation."
automated_audit,medium,duplication,taxonomy-design-for-content-frameworks,Duplicate or overlap risk is marked medium.,"Review conceptual boundaries, merge candidates, redirects, and article differentiation."
automated_audit,medium,duplication,what-makes-a-powerful-content-framework,Duplicate or overlap risk is marked medium.,"Review conceptual boundaries, merge candidates, redirects, and article differentiation."
automated_audit,medium,evidence,educational-scaffolding-and-the-design-of-learning-systems,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,frameworks-for-digital-knowledge-systems,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,frameworks-for-research-communication,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,internal-linking-as-framework-infrastructure,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,message-house-and-the-architecture-of-strategic-messaging,"Evidence readiness score is 0.48, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,narrative-pathways-and-knowledge-architecture,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,pillar-pages-and-topic-clusters,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,what-are-content-frameworks,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,what-makes-a-powerful-content-framework,"Evidence readiness score is 0.48, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,evidence,why-frameworks-matter-in-research-education-and-strategic-communication,"Evidence readiness score is 0.40, below threshold 0.67.","Review references, evidence notes, source authority, and limitations."
automated_audit,medium,framework_health,educational-scaffolding-and-the-design-of-learning-systems,"Framework health score is 0.57, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,frameworks-for-digital-knowledge-systems,"Framework health score is 0.57, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,frameworks-for-research-communication,"Framework health score is 0.54, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,internal-linking-as-framework-infrastructure,"Framework health score is 0.76, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,message-house-and-the-architecture-of-strategic-messaging,"Framework health score is 0.52, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,narrative-pathways-and-knowledge-architecture,"Framework health score is 0.52, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,pillar-pages-and-topic-clusters,"Framework health score is 0.76, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,what-are-content-frameworks,"Framework health score is 0.73, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
automated_audit,medium,framework_health,what-makes-a-powerful-content-framework,"Framework health score is 0.38, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
